 Ödül: -4799.10, Son 100 Bölüm Ort. Ödül: -11093.54
Adım: 309709, Bölüm Bitti, Ödül: -2888.41, Son 100 Bölüm Ort. Ödül: -11075.21
Adım: 322560, Bölüm Bitti, Ödül: -8633.91, Son 100 Bölüm Ort. Ödül: -6059.84
Adım: 322571, Bölüm Bitti, Ödül: -3035.75, Son 100 Bölüm Ort. Ödül: -6068.78
Adım: 322599, Bölüm Bitti, Ödül: -6181.06, Son 100 Bölüm Ort. Ödül: -6101.49
Adım: 322622, Bölüm Bitti, Ödül: -5286.12, Son 100 Bölüm Ort. Ödül: -6102.78
Adım: 322667, Bölüm Bitti, Ödül: -10234.02, Son 100 Bölüm Ort. Ödül: -6113.51
Adım: 322682, Bölüm Bitti, Ödül: -2177.64, Son 100 Bölüm Ort. Ödül: -6099.05
Adım: 322719, Bölüm Bitti, Ödül: -8216.68, Son 100 Bölüm Ort. Ödül: -6129.19
Adım: 322728, Bölüm Bitti, Ödül: -1797.59, Son 100 Bölüm Ort. Ödül: -6086.01
Adım: 322751, Bölüm Bitti, Ödül: -4721.88, Son 100 Bölüm Ort. Ödül: -6107.03
Adım: 322780, Bölüm Bitti, Ödül: -7109.51, Son 100 Bölüm Ort. Ödül: -6091.62
Adım: 322792, Bölüm Bitti, Ödül: -1816.58, Son 100 Bölüm Ort. Ödül: -6042.45
Adım: 322804, Bölüm Bitti, Ödül: -2302.69, Son 100 Bölüm Ort. Ödül: -5955.53
Adım: 322833, Bölüm Bitti, Ödül: -6388.74, Son 100 Bölüm Ort. Ödül: -5922.67
Adım: 322854, Bölüm Bitti, Ödül: -4224.52, Son 100 Bölüm Ort. Ödül: -5947.93
Adım: 322897, Bölüm Bitti, Ödül: -9310.77, Son 100 Bölüm Ort. Ödül: -6009.04
Adım: 322910, Bölüm Bitti, Ödül: -2736.87, Son 100 Bölüm Ort. Ödül: -5940.97
Adım: 322922, Bölüm Bitti, Ödül: -2576.27, Son 100 Bölüm Ort. Ödül: -5939.19
Adım: 322944, Bölüm Bitti, Ödül: -4281.78, Son 100 Bölüm Ort. Ödül: -5931.92
Adım: 322958, Bölüm Bitti, Ödül: -3250.83, Son 100 Bölüm Ort. Ödül: -5943.59
Adım: 323007, Bölüm Bitti, Ödül: -11775.30, Son 100 Bölüm Ort. Ödül: -5914.06
Adım: 323100, Bölüm Bitti, Ödül: -20293.06, Son 100 Bölüm Ort. Ödül: -6061.04
Adım: 323121, Bölüm Bitti, Ödül: -4019.96, Son 100 Bölüm Ort. Ödül: -6076.32
Adım: 323136, Bölüm Bitti, Ödül: -3861.46, Son 100 Bölüm Ort. Ödül: -6082.11
Adım: 323181, Bölüm Bitti, Ödül: -9883.28, Son 100 Bölüm Ort. Ödül: -6156.46
Adım: 323219, Bölüm Bitti, Ödül: -8096.86, Son 100 Bölüm Ort. Ödül: -6193.25
Adım: 323231, Bölüm Bitti, Ödül: -2184.35, Son 100 Bölüm Ort. Ödül: -6108.42
Adım: 323247, Bölüm Bitti, Ödül: -4604.66, Son 100 Bölüm Ort. Ödül: -6114.88
Adım: 323292, Bölüm Bitti, Ödül: -9876.70, Son 100 Bölüm Ort. Ödül: -6184.15
Adım: 323308, Bölüm Bitti, Ödül: -3480.70, Son 100 Bölüm Ort. Ödül: -6199.82
Adım: 323324, Bölüm Bitti, Ödül: -2981.11, Son 100 Bölüm Ort. Ödül: -6100.26
Adım: 323344, Bölüm Bitti, Ödül: -3997.42, Son 100 Bölüm Ort. Ödül: -6117.76
Adım: 323391, Bölüm Bitti, Ödül: -9296.63, Son 100 Bölüm Ort. Ödül: -6161.95
Adım: 323419, Bölüm Bitti, Ödül: -6614.03, Son 100 Bölüm Ort. Ödül: -6179.23
Adım: 323433, Bölüm Bitti, Ödül: -3204.03, Son 100 Bölüm Ort. Ödül: -5948.20
Adım: 323460, Bölüm Bitti, Ödül: -5887.60, Son 100 Bölüm Ort. Ödül: -5982.34
Adım: 323478, Bölüm Bitti, Ödül: -3425.99, Son 100 Bölüm Ort. Ödül: -5955.96
Adım: 323503, Bölüm Bitti, Ödül: -6185.99, Son 100 Bölüm Ort. Ödül: -5965.77
Adım: 323552, Bölüm Bitti, Ödül: -11402.17, Son 100 Bölüm Ort. Ödül: -5996.57
Adım: 323562, Bölüm Bitti, Ödül: -1957.94, Son 100 Bölüm Ort. Ödül: -5983.87
Adım: 323588, Bölüm Bitti, Ödül: -5365.38, Son 100 Bölüm Ort. Ödül: -5961.72
Adım: 323600, Bölüm Bitti, Ödül: -2512.85, Son 100 Bölüm Ort. Ödül: -5965.49
Adım: 323642, Bölüm Bitti, Ödül: -8296.63, Son 100 Bölüm Ort. Ödül: -5929.47
Adım: 323668, Bölüm Bitti, Ödül: -6122.07, Son 100 Bölüm Ort. Ödül: -5883.62
Adım: 323723, Bölüm Bitti, Ödül: -12832.72, Son 100 Bölüm Ort. Ödül: -5956.20
Adım: 323737, Bölüm Bitti, Ödül: -2835.53, Son 100 Bölüm Ort. Ödül: -5966.31
Adım: 323776, Bölüm Bitti, Ödül: -8452.82, Son 100 Bölüm Ort. Ödül: -6033.71
Adım: 323793, Bölüm Bitti, Ödül: -3452.37, Son 100 Bölüm Ort. Ödül: -6044.84
Adım: 323833, Bölüm Bitti, Ödül: -8937.24, Son 100 Bölüm Ort. Ödül: -6098.45
Adım: 323846, Bölüm Bitti, Ödül: -3074.87, Son 100 Bölüm Ort. Ödül: -6105.07
Adım: 323910, Bölüm Bitti, Ödül: -13444.61, Son 100 Bölüm Ort. Ödül: -6208.02
Adım: 323933, Bölüm Bitti, Ödül: -5259.76, Son 100 Bölüm Ort. Ödül: -6219.10
Adım: 323970, Bölüm Bitti, Ödül: -8060.83, Son 100 Bölüm Ort. Ödül: -6230.82
Adım: 324022, Bölüm Bitti, Ödül: -10935.20, Son 100 Bölüm Ort. Ödül: -6263.73
Adım: 324051, Bölüm Bitti, Ödül: -6981.61, Son 100 Bölüm Ort. Ödül: -6309.35
Adım: 324100, Bölüm Bitti, Ödül: -10494.08, Son 100 Bölüm Ort. Ödül: -6371.31
Adım: 324110, Bölüm Bitti, Ödül: -2730.29, Son 100 Bölüm Ort. Ödül: -6360.12
Adım: 324128, Bölüm Bitti, Ödül: -3997.25, Son 100 Bölüm Ort. Ödül: -6374.15
Adım: 324488, Bölüm Bitti, Ödül: -80243.86, Son 100 Bölüm Ort. Ödül: -7095.91
Adım: 325488, Bölüm Bitti, Ödül: -218070.64, Son 100 Bölüm Ort. Ödül: -9242.48
Adım: 325501, Bölüm Bitti, Ödül: -3054.19, Son 100 Bölüm Ort. Ödül: -9214.73
Adım: 325521, Bölüm Bitti, Ödül: -4479.23, Son 100 Bölüm Ort. Ödül: -9236.78
Adım: 325559, Bölüm Bitti, Ödül: -8871.61, Son 100 Bölüm Ort. Ödül: -9248.95
Adım: 325623, Bölüm Bitti, Ödül: -14319.43, Son 100 Bölüm Ort. Ödül: -9221.19
Adım: 325631, Bölüm Bitti, Ödül: -1432.65, Son 100 Bölüm Ort. Ödül: -9142.20
Adım: 325675, Bölüm Bitti, Ödül: -8852.42, Son 100 Bölüm Ort. Ödül: -9191.99
Adım: 325801, Bölüm Bitti, Ödül: -28938.20, Son 100 Bölüm Ort. Ödül: -9413.65
Adım: 325842, Bölüm Bitti, Ödül: -9195.19, Son 100 Bölüm Ort. Ödül: -9477.53
Adım: 325859, Bölüm Bitti, Ödül: -3845.35, Son 100 Bölüm Ort. Ödül: -9447.46
Adım: 325898, Bölüm Bitti, Ödül: -8968.41, Son 100 Bölüm Ort. Ödül: -9512.77
Adım: 325910, Bölüm Bitti, Ödül: -3235.67, Son 100 Bölüm Ort. Ödül: -9507.48
Adım: 325926, Bölüm Bitti, Ödül: -3930.12, Son 100 Bölüm Ort. Ödül: -9482.24
Adım: 325963, Bölüm Bitti, Ödül: -8093.98, Son 100 Bölüm Ort. Ödül: -9485.23
Adım: 326755, Bölüm Bitti, Ödül: -180217.01, Son 100 Bölüm Ort. Ödül: -11230.89
Adım: 326765, Bölüm Bitti, Ödül: -2313.82, Son 100 Bölüm Ort. Ödül: -11213.73
Adım: 326781, Bölüm Bitti, Ödül: -2741.67, Son 100 Bölüm Ort. Ödül: -11168.22
Adım: 326796, Bölüm Bitti, Ödül: -3445.34, Son 100 Bölüm Ort. Ödül: -11148.92
Adım: 326814, Bölüm Bitti, Ödül: -3891.67, Son 100 Bölüm Ort. Ödül: -11105.38
Adım: 326824, Bölüm Bitti, Ödül: -1871.43, Son 100 Bölüm Ort. Ödül: -11066.19
Adım: 326858, Bölüm Bitti, Ödül: -6990.42, Son 100 Bölüm Ort. Ödül: -11033.41
Adım: 326882, Bölüm Bitti, Ödül: -5487.62, Son 100 Bölüm Ort. Ödül: -11034.36
Adım: 326898, Bölüm Bitti, Ödül: -3286.69, Son 100 Bölüm Ort. Ödül: -10901.58
Adım: 326920, Bölüm Bitti, Ödül: -4663.12, Son 100 Bölüm Ort. Ödül: -10814.18
Adım: 326947, Bölüm Bitti, Ödül: -6669.03, Son 100 Bölüm Ort. Ödül: -10824.67
Adım: 326964, Bölüm Bitti, Ödül: -3488.05, Son 100 Bölüm Ort. Ödül: -10837.86
Adım: 326993, Bölüm Bitti, Ödül: -6343.25, Son 100 Bölüm Ort. Ödül: -10708.69
Adım: 327017, Bölüm Bitti, Ödül: -4308.06, Son 100 Bölüm Ort. Ödül: -10728.07
Adım: 327036, Bölüm Bitti, Ödül: -4371.45, Son 100 Bölüm Ort. Ödül: -10729.09
Adım: 327057, Bölüm Bitti, Ödül: -3987.18, Son 100 Bölüm Ort. Ödül: -10749.79
Adım: 327068, Bölüm Bitti, Ödül: -2322.24, Son 100 Bölüm Ort. Ödül: -10697.30
Adım: 327086, Bölüm Bitti, Ödül: -3984.40, Son 100 Bölüm Ort. Ödül: -10596.79
Adım: 327102, Bölüm Bitti, Ödül: -3593.94, Son 100 Bölüm Ort. Ödül: -10512.50
Adım: 327120, Bölüm Bitti, Ödül: -3605.45, Son 100 Bölüm Ort. Ödül: -10521.04
Adım: 327195, Bölüm Bitti, Ödül: -16567.81, Son 100 Bölüm Ort. Ödül: -10616.77
Adım: 327217, Bölüm Bitti, Ödül: -4526.75, Son 100 Bölüm Ort. Ödül: -10640.07
Adım: 327229, Bölüm Bitti, Ödül: -3205.40, Son 100 Bölüm Ort. Ödül: -10649.79
Adım: 327241, Bölüm Bitti, Ödül: -3021.99, Son 100 Bölüm Ort. Ödül: -10656.19
Adım: 327419, Bölüm Bitti, Ödül: -39926.25, Son 100 Bölüm Ort. Ödül: -10969.57
Adım: 327447, Bölüm Bitti, Ödül: -5037.71, Son 100 Bölüm Ort. Ödül: -10928.14
Adım: 327473, Bölüm Bitti, Ödül: -5114.80, Son 100 Bölüm Ort. Ödül: -10935.98
Adım: 327496, Bölüm Bitti, Ödül: -4933.56, Son 100 Bölüm Ort. Ödül: -10965.46
Adım: 327561, Bölüm Bitti, Ödül: -13460.28, Son 100 Bölüm Ort. Ödül: -11013.72
Adım: 327573, Bölüm Bitti, Ödül: -2016.88, Son 100 Bölüm Ort. Ödül: -11003.53
Adım: 327604, Bölüm Bitti, Ödül: -7498.99, Son 100 Bölüm Ort. Ödül: -11016.71
Adım: 327616, Bölüm Bitti, Ödül: -2586.01, Son 100 Bölüm Ort. Ödül: -10989.71
Adım: 327634, Bölüm Bitti, Ödül: -3988.60, Son 100 Bölüm Ort. Ödül: -10927.26
Adım: 327655, Bölüm Bitti, Ödül: -4614.80, Son 100 Bölüm Ort. Ödül: -10951.63
Adım: 327680, Bölüm Bitti, Ödül: -5478.48, Son 100 Bölüm Ort. Ödül: -10924.25
Adım: 327700, Bölüm Bitti, Ödül: -3940.84, Son 100 Bölüm Ort. Ödül: -10945.68
Adım: 327727, Bölüm Bitti, Ödül: -7226.40, Son 100 Bölüm Ort. Ödül: -10970.72
Adım: 327763, Bölüm Bitti, Ödül: -7372.37, Son 100 Bölüm Ort. Ödül: -10973.35
Adım: 327791, Bölüm Bitti, Ödül: -5401.21, Son 100 Bölüm Ort. Ödül: -11009.20
Adım: 327811, Bölüm Bitti, Ödül: -4211.53, Son 100 Bölüm Ort. Ödül: -11028.29
Adım: 327914, Bölüm Bitti, Ödül: -23734.40, Son 100 Bölüm Ort. Ödül: -11201.74
Adım: 327931, Bölüm Bitti, Ödül: -4072.15, Son 100 Bölüm Ort. Ödül: -11200.22
Adım: 327952, Bölüm Bitti, Ödül: -4331.01, Son 100 Bölüm Ort. Ödül: -11150.42
Adım: 327983, Bölüm Bitti, Ödül: -7173.99, Son 100 Bölüm Ort. Ödül: -11194.79
Adım: 328001, Bölüm Bitti, Ödül: -3211.89, Son 100 Bölüm Ort. Ödül: -11201.15
Adım: 328016, Bölüm Bitti, Ödül: -2903.85, Son 100 Bölüm Ort. Ödül: -11187.37
Adım: 328039, Bölüm Bitti, Ödül: -4334.74, Son 100 Bölüm Ort. Ödül: -11198.21
Adım: 328071, Bölüm Bitti, Ödül: -6933.54, Son 100 Bölüm Ort. Ödül: -11149.79
Adım: 328089, Bölüm Bitti, Ödül: -3826.78, Son 100 Bölüm Ort. Ödül: -10985.13
Adım: 328121, Bölüm Bitti, Ödül: -8036.58, Son 100 Bölüm Ort. Ödül: -11025.29
Adım: 328142, Bölüm Bitti, Ödül: -4274.32, Son 100 Bölüm Ort. Ödül: -11029.42
Adım: 328152, Bölüm Bitti, Ödül: -1595.31, Son 100 Bölüm Ort. Ödül: -10946.54
Adım: 328176, Bölüm Bitti, Ödül: -4800.06, Son 100 Bölüm Ort. Ödül: -10913.58
Adım: 328204, Bölüm Bitti, Ödül: -6286.82, Son 100 Bölüm Ort. Ödül: -10954.60
Adım: 328219, Bölüm Bitti, Ödül: -2924.02, Son 100 Bölüm Ort. Ödül: -10937.79
Adım: 328307, Bölüm Bitti, Ödül: -21113.37, Son 100 Bölüm Ort. Ödül: -11050.16
Adım: 328345, Bölüm Bitti, Ödül: -9531.77, Son 100 Bölüm Ort. Ödül: -11110.67
Adım: 328400, Bölüm Bitti, Ödül: -11903.10, Son 100 Bölüm Ort. Ödül: -11199.89
Adım: 328424, Bölüm Bitti, Ödül: -5771.24, Son 100 Bölüm Ort. Ödül: -11217.63
Adım: 328436, Bölüm Bitti, Ödül: -2742.75, Son 100 Bölüm Ort. Ödül: -11152.09
Adım: 328490, Bölüm Bitti, Ödül: -11635.54, Son 100 Bölüm Ort. Ödül: -11202.31
Adım: 328501, Bölüm Bitti, Ödül: -2433.42, Son 100 Bölüm Ort. Ödül: -11194.60
Adım: 328519, Bölüm Bitti, Ödül: -4624.56, Son 100 Bölüm Ort. Ödül: -11181.97
Adım: 328540, Bölüm Bitti, Ödül: -4175.89, Son 100 Bölüm Ort. Ödül: -11189.47
Adım: 328562, Bölüm Bitti, Ödül: -4434.71, Son 100 Bölüm Ort. Ödül: -11171.95
Adım: 328618, Bölüm Bitti, Ödül: -12679.62, Son 100 Bölüm Ort. Ödül: -11184.73
Adım: 328660, Bölüm Bitti, Ödül: -9588.04, Son 100 Bölüm Ort. Ödül: -11261.03
Adım: 328698, Bölüm Bitti, Ödül: -7702.39, Son 100 Bölüm Ort. Ödül: -11284.40
Adım: 328718, Bölüm Bitti, Ödül: -3822.66, Son 100 Bölüm Ort. Ödül: -11297.50
Adım: 328741, Bölüm Bitti, Ödül: -5733.74, Son 100 Bölüm Ort. Ödül: -11271.87
Adım: 328754, Bölüm Bitti, Ödül: -3328.64, Son 100 Bölüm Ort. Ödül: -11243.94
Adım: 328783, Bölüm Bitti, Ödül: -7532.28, Son 100 Bölüm Ort. Ödül: -11190.93
Adım: 328794, Bölüm Bitti, Ödül: -2296.96, Son 100 Bölüm Ort. Ödül: -11185.55
Adım: 328843, Bölüm Bitti, Ödül: -9566.09, Son 100 Bölüm Ort. Ödül: -11196.68
Adım: 328868, Bölüm Bitti, Ödül: -4643.87, Son 100 Bölüm Ort. Ödül: -11208.59
Adım: 328901, Bölüm Bitti, Ödül: -6444.53, Son 100 Bölüm Ort. Ödül: -11183.67
Adım: 328944, Bölüm Bitti, Ödül: -8831.10, Son 100 Bölüm Ort. Ödül: -11241.23
Adım: 328989, Bölüm Bitti, Ödül: -10234.09, Son 100 Bölüm Ort. Ödül: -11209.12
Adım: 329003, Bölüm Bitti, Ödül: -3312.25, Son 100 Bölüm Ort. Ödül: -11189.65
Adım: 329049, Bölüm Bitti, Ödül: -8722.69, Son 100 Bölüm Ort. Ödül: -11196.27
Adım: 329061, Bölüm Bitti, Ödül: -2157.09, Son 100 Bölüm Ort. Ödül: -11108.49
Adım: 329133, Bölüm Bitti, Ödül: -16136.47, Son 100 Bölüm Ort. Ödül: -11200.03
Adım: 329154, Bölüm Bitti, Ödül: -3516.41, Son 100 Bölüm Ort. Ödül: -11130.26
Adım: 329168, Bölüm Bitti, Ödül: -3101.11, Son 100 Bölüm Ort. Ödül: -11133.97
Adım: 329183, Bölüm Bitti, Ödül: -3178.72, Son 100 Bölüm Ort. Ödül: -11125.78
Adım: 329213, Bölüm Bitti, Ödül: -6105.20, Son 100 Bölüm Ort. Ödül: -10384.39
Adım: 329226, Bölüm Bitti, Ödül: -2566.84, Son 100 Bölüm Ort. Ödül: -8229.36
Adım: 329239, Bölüm Bitti, Ödül: -2453.45, Son 100 Bölüm Ort. Ödül: -8223.35
Adım: 329345, Bölüm Bitti, Ödül: -23059.45, Son 100 Bölüm Ort. Ödül: -8409.15
Adım: 329356, Bölüm Bitti, Ödül: -1745.41, Son 100 Bölüm Ort. Ödül: -8337.89
Adım: 329384, Bölüm Bitti, Ödül: -5405.37, Son 100 Bölüm Ort. Ödül: -8248.75
Adım: 329408, Bölüm Bitti, Ödül: -5529.73, Son 100 Bölüm Ort. Ödül: -8289.72
Adım: 329442, Bölüm Bitti, Ödül: -6781.64, Son 100 Bölüm Ort. Ödül: -8269.01
Adım: 329451, Bölüm Bitti, Ödül: -2131.43, Son 100 Bölüm Ort. Ödül: -8000.94
Adım: 329520, Bölüm Bitti, Ödül: -14887.83, Son 100 Bölüm Ort. Ödül: -8057.87
Adım: 329538, Bölüm Bitti, Ödül: -3369.78, Son 100 Bölüm Ort. Ödül: -8053.11
Adım: 329580, Bölüm Bitti, Ödül: -8864.37, Son 100 Bölüm Ort. Ödül: -8052.07
Adım: 329598, Bölüm Bitti, Ödül: -4040.74, Son 100 Bölüm Ort. Ödül: -8060.12
Adım: 329634, Bölüm Bitti, Ödül: -6909.62, Son 100 Bölüm Ort. Ödül: -8089.92
Adım: 329648, Bölüm Bitti, Ödül: -2317.28, Son 100 Bölüm Ort. Ödül: -8032.15
Adım: 329691, Bölüm Bitti, Ödül: -10441.97, Son 100 Bölüm Ort. Ödül: -6334.40
Adım: 329711, Bölüm Bitti, Ödül: -4916.51, Son 100 Bölüm Ort. Ödül: -6360.43
Adım: 329722, Bölüm Bitti, Ödül: -2726.35, Son 100 Bölüm Ort. Ödül: -6360.28
Adım: 329755, Bölüm Bitti, Ödül: -7425.09, Son 100 Bölüm Ort. Ödül: -6400.07
Adım: 329767, Bölüm Bitti, Ödül: -2231.97, Son 100 Bölüm Ort. Ödül: -6383.48
Adım: 329810, Bölüm Bitti, Ödül: -8303.35, Son 100 Bölüm Ort. Ödül: -6447.80
Adım: 329836, Bölüm Bitti, Ödül: -5839.76, Son 100 Bölüm Ort. Ödül: -6436.29
Adım: 329860, Bölüm Bitti, Ödül: -4638.05, Son 100 Bölüm Ort. Ödül: -6427.79
Adım: 329875, Bölüm Bitti, Ödül: -3170.13, Son 100 Bölüm Ort. Ödül: -6426.63
Adım: 329903, Bölüm Bitti, Ödül: -5946.70, Son 100 Bölüm Ort. Ödül: -6439.46
Adım: 329943, Bölüm Bitti, Ödül: -9149.01, Son 100 Bölüm Ort. Ödül: -6464.26
Adım: 329968, Bölüm Bitti, Ödül: -4601.91, Son 100 Bölüm Ort. Ödül: -6475.40
Adım: 329985, Bölüm Bitti, Ödül: -3314.24, Son 100 Bölüm Ort. Ödül: -6445.11
Adım: 329996, Bölüm Bitti, Ödül: -1754.26, Son 100 Bölüm Ort. Ödül: -6419.57
Adım: 330023, Bölüm Bitti, Ödül: -5413.80, Son 100 Bölüm Ort. Ödül: -6430.00
Adım: 330042, Bölüm Bitti, Ödül: -4697.88, Son 100 Bölüm Ort. Ödül: -6437.10
Adım: 330078, Bölüm Bitti, Ödül: -8223.46, Son 100 Bölüm Ort. Ödül: -6496.12
Adım: 330150, Bölüm Bitti, Ödül: -15655.52, Son 100 Bölüm Ort. Ödül: -6612.83
Adım: 330160, Bölüm Bitti, Ödül: -2261.33, Son 100 Bölüm Ort. Ödül: -6599.50
Adım: 330170, Bölüm Bitti, Ödül: -2028.99, Son 100 Bölüm Ort. Ödül: -6583.74
Adım: 330194, Bölüm Bitti, Ödül: -5002.32, Son 100 Bölüm Ort. Ödül: -6468.08
Adım: 330206, Bölüm Bitti, Ödül: -2504.45, Son 100 Bölüm Ort. Ödül: -6447.86
Adım: 330231, Bölüm Bitti, Ödül: -5013.17, Son 100 Bölüm Ort. Ödül: -6465.94
Adım: 330245, Bölüm Bitti, Ödül: -2601.58, Son 100 Bölüm Ort. Ödül: -6461.73
Adım: 330301, Bölüm Bitti, Ödül: -11593.37, Son 100 Bölüm Ort. Ödül: -6178.40
Adım: 330328, Bölüm Bitti, Ödül: -5332.42, Son 100 Bölüm Ort. Ödül: -6181.35
Adım: 330350, Bölüm Bitti, Ödül: -4593.26, Son 100 Bölüm Ort. Ödül: -6176.14
Adım: 330379, Bölüm Bitti, Ödül: -6303.63, Son 100 Bölüm Ort. Ödül: -6189.84
Adım: 330394, Bölüm Bitti, Ödül: -3454.19, Son 100 Bölüm Ort. Ödül: -6089.77
Adım: 330406, Bölüm Bitti, Ödül: -2664.40, Son 100 Bölüm Ort. Ödül: -6096.25
Adım: 330421, Bölüm Bitti, Ödül: -3213.48, Son 100 Bölüm Ort. Ödül: -6053.39
Adım: 330454, Bölüm Bitti, Ödül: -7313.20, Son 100 Bölüm Ort. Ödül: -6100.67
Adım: 330495, Bölüm Bitti, Ödül: -8508.14, Son 100 Bölüm Ort. Ödül: -6145.86
Adım: 331179, Bölüm Bitti, Ödül: -149380.70, Son 100 Bölüm Ort. Ödül: -7593.52
Adım: 331189, Bölüm Bitti, Ödül: -2546.56, Son 100 Bölüm Ort. Ödül: -7564.20
Adım: 331226, Bölüm Bitti, Ödül: -8411.99, Son 100 Bölüm Ort. Ödül: -7608.91
Adım: 331244, Bölüm Bitti, Ödül: -3283.75, Son 100 Bölüm Ort. Ödül: -7569.49
Adım: 331282, Bölüm Bitti, Ödül: -8211.62, Son 100 Bölüm Ort. Ödül: -7577.88
Adım: 331300, Bölüm Bitti, Ödül: -3263.52, Son 100 Bölüm Ort. Ödül: -7556.50
Adım: 331332, Bölüm Bitti, Ödül: -6169.87, Son 100 Bölüm Ort. Ödül: -7576.09
Adım: 331343, Bölüm Bitti, Ödül: -2449.39, Son 100 Bölüm Ort. Ödül: -7363.24
Adım: 331383, Bölüm Bitti, Ödül: -8015.57, Son 100 Bölüm Ort. Ödül: -7402.67
Adım: 331418, Bölüm Bitti, Ödül: -7408.90, Son 100 Bölüm Ort. Ödül: -7433.45
Adım: 331465, Bölüm Bitti, Ödül: -9264.40, Son 100 Bölüm Ort. Ödül: -7454.35
Adım: 331498, Bölüm Bitti, Ödül: -8192.11, Son 100 Bölüm Ort. Ödül: -7504.16
Adım: 331527, Bölüm Bitti, Ödül: -6410.98, Son 100 Bölüm Ort. Ödül: -7539.23
Adım: 331541, Bölüm Bitti, Ödül: -2648.28, Son 100 Bölüm Ort. Ödül: -7522.36
Adım: 331552, Bölüm Bitti, Ödül: -2425.28, Son 100 Bölüm Ort. Ödül: -7477.28
Adım: 331600, Bölüm Bitti, Ödül: -10016.13, Son 100 Bölüm Ort. Ödül: -7539.17
Adım: 331630, Bölüm Bitti, Ödül: -5884.91, Son 100 Bölüm Ort. Ödül: -7517.66
Adım: 331651, Bölüm Bitti, Ödül: -4538.44, Son 100 Bölüm Ort. Ödül: -7520.30
Adım: 331697, Bölüm Bitti, Ödül: -11406.59, Son 100 Bölüm Ort. Ödül: -7618.41
Adım: 331714, Bölüm Bitti, Ödül: -3546.71, Son 100 Bölüm Ort. Ödül: -7605.88
Adım: 331737, Bölüm Bitti, Ödül: -4562.68, Son 100 Bölüm Ort. Ödül: -7588.64
Adım: 331748, Bölüm Bitti, Ödül: -2176.44, Son 100 Bölüm Ort. Ödül: -7581.16
Adım: 331768, Bölüm Bitti, Ödül: -3503.77, Son 100 Bölüm Ort. Ödül: -7405.06
Adım: 331780, Bölüm Bitti, Ödül: -2255.99, Son 100 Bölüm Ort. Ödül: -7332.31
Adım: 331812, Bölüm Bitti, Ödül: -7261.82, Son 100 Bölüm Ort. Ödül: -7285.89
Adım: 331832, Bölüm Bitti, Ödül: -4780.15, Son 100 Bölüm Ort. Ödül: -7275.98
Adım: 331843, Bölüm Bitti, Ödül: -2169.97, Son 100 Bölüm Ort. Ödül: -7270.25
Adım: 331856, Bölüm Bitti, Ödül: -3292.14, Son 100 Bölüm Ort. Ödül: -7186.82
Adım: 331890, Bölüm Bitti, Ödül: -7452.89, Son 100 Bölüm Ort. Ödül: -7237.02
Adım: 331911, Bölüm Bitti, Ödül: -5204.33, Son 100 Bölüm Ort. Ödül: -7242.81
Adım: 331953, Bölüm Bitti, Ödül: -11335.41, Son 100 Bölüm Ort. Ödül: -7314.41
Adım: 332015, Bölüm Bitti, Ödül: -15271.31, Son 100 Bölüm Ort. Ödül: -7422.77
Adım: 332074, Bölüm Bitti, Ödül: -11850.61, Son 100 Bölüm Ort. Ödül: -7414.48
Adım: 332101, Bölüm Bitti, Ödül: -6106.88, Son 100 Bölüm Ort. Ödül: -7379.67
Adım: 332113, Bölüm Bitti, Ödül: -2187.67, Son 100 Bölüm Ort. Ödül: -7324.53
Adım: 332128, Bölüm Bitti, Ödül: -3417.43, Son 100 Bölüm Ort. Ödül: -7320.47
Adım: 332172, Bölüm Bitti, Ödül: -9387.39, Son 100 Bölüm Ort. Ödül: -7357.01
Adım: 332200, Bölüm Bitti, Ödül: -5713.05, Son 100 Bölüm Ort. Ödül: -7380.85
Adım: 332229, Bölüm Bitti, Ödül: -6898.05, Son 100 Bölüm Ort. Ödül: -7374.51
Adım: 332265, Bölüm Bitti, Ödül: -7211.61, Son 100 Bölüm Ort. Ödül: -7423.66
Adım: 332288, Bölüm Bitti, Ödül: -4966.05, Son 100 Bölüm Ort. Ödül: -7377.66
Adım: 332326, Bölüm Bitti, Ödül: -7866.36, Son 100 Bölüm Ort. Ödül: -7409.88
Adım: 332336, Bölüm Bitti, Ödül: -2684.22, Son 100 Bölüm Ort. Ödül: -7372.28
Adım: 332387, Bölüm Bitti, Ödül: -10584.35, Son 100 Bölüm Ort. Ödül: -7389.81
Adım: 332401, Bölüm Bitti, Ödül: -2809.77, Son 100 Bölüm Ort. Ödül: -7315.57
Adım: 332424, Bölüm Bitti, Ödül: -5265.38, Son 100 Bölüm Ort. Ödül: -7335.10
Adım: 332512, Bölüm Bitti, Ödül: -18799.86, Son 100 Bölüm Ort. Ödül: -7435.87
Adım: 332530, Bölüm Bitti, Ödül: -4231.75, Son 100 Bölüm Ort. Ödül: -7456.62
Adım: 332544, Bölüm Bitti, Ödül: -3129.25, Son 100 Bölüm Ort. Ödül: -7326.55
Adım: 332554, Bölüm Bitti, Ödül: -2377.51, Son 100 Bölüm Ort. Ödül: -7315.16
Adım: 332581, Bölüm Bitti, Ödül: -5262.87, Son 100 Bölüm Ort. Ödül: -7336.77
Adım: 332655, Bölüm Bitti, Ödül: -15039.61, Son 100 Bölüm Ort. Ödül: -7455.38
